OfWeek', 'OriginState', 'OriginWac', 'OriginCityMarketID'} Leakage 0.8160552884069705
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginCityName', 'Month', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.31140767060055785
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginCityName', 'Month', 'OriginStateName', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9655837555495151
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginCityName', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9980483935669944
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9222468030444751
Mask Size 9 Mask {'OriginAirportID', 'Origin', 'OriginCityName', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9972679855778614
Mask Size 9 Mask {'OriginAirportID', 'Origin', 'OriginCityName', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9996484035358146
Mask Size 9 Mask {'OriginAirportID', 'Origin', 'OriginCityName', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.996140568553268
Mask Size 9 Mask {'OriginAirportID', 'Origin', 'OriginCityName', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9866733531394024
Mask Size 9 Mask {'OriginAirportID', 'Origin', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9965743320169584
Mask Size 9 Mask {'OriginAirportID', 'Origin', 'OriginCityName', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9997884685440999
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9711824675255337
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9787483965976288
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9708859417435247
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9988315243623727
Mask Size 9 Mask {'OriginAirportSeqID', 'Origin', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9611772409052118
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9912959250895167
Mask Size 9 Mask {'OriginCityName', 'Origin', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9999977682997626
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9500637658650453
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9056913398691329
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9302536465665586
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9877539941412841
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.8163020829154937
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9221883254714975
Mask Size 9 Mask {'OriginAirportID', 'OriginCityName', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9973362508351259
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginCityName', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9642254582025462
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginCityName', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9974260559732144
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginCityName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.7240565188927808
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginCityName', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9954928529671097
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginCityName', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9997793574766034
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9723156888992454
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginCityName', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9946244157640911
Mask Size 9 Mask {'OriginAirportID', 'Origin', 'OriginCityName', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9999859695712795
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9986234648288648
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9733404705721306
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginCityName', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID'} Leakage 0.9943662583349505
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginCityName', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.3960263818735854
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginCityName', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9901349439749048
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginCityName', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9995170668187788
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9394057309353029
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginCityName', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac'} Leakage 0.9882341447332699
Mask Size 9 Mask {'OriginAirportID', 'Origin', 'OriginCityName', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9999692907809811
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9969776562811219
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.9416487304520108
Mask Size 9 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'OriginCityName', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac'} Leakage 0.5431199760624918
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'DayOfWeek', 'Month', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9999792535688475
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'DayOfWeek', 'Month', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9999860336594503
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9999869407353875
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'DayOfWeek', 'Month', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9999838753628644
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9998546108060511
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9998642063479749
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.999837260550015
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.999907669183949
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9998914463430809
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9998736019481561
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'DayOfWeek', 'Month', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.9999585984494026
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'FlightDate'} Leakage 0.9999758218560723
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'DayOfWeek', 'Month', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9999622560765715
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginStateFips', 'FlightDate'} Leakage 0.9999620899830585
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'DayOfWeek', 'Month', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9999638722347203
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginWac', 'FlightDate'} Leakage 0.9999615227523863
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.9998621377243473
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9997675901362565
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9998767753320462
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9997672386313944
Mask Size 10 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'DayOfWeek', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9997103052640233
Mask Size 10 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9997007188389788
Mask Size 10 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'DayOfWeek', 'Month', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.999691658334384
Mask Size 10 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.999683724908429
Mask Size 10 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'DayOfWeek', 'Month', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9997896466849282
Mask Size 10 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9996509657721625
Mask Size 10 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9998438879340238
Mask Size 10 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9998332542031562
Mask Size 10 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9998403423742577
Mask Size 10 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9998193631955566
Mask Size 10 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.9999621102598036
Mask Size 10 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'DayOfWeek', 'Month', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9999650403006969
Mask Size 10 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9999671848832424
Mask Size 10 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'OriginCityName', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9999724455825416
Mask Size 10 Mask {'OriginAirportID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9999906730849968
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9995423469368995
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9995209075409082
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9994445492012513
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9996159526074067
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9994071801551478
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9993311302728459
Mask Size 10 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9997709035731142
Mask Size 10 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9996621270635464
Mask Size 10 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.999510384724011
Mask Size 10 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9996490232899113
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.9999823347604475
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9999555282260212
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9999673120066903
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginCityName', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9999358077081985
Mask Size 10 Mask {'OriginAirportSeqID', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.999992524978641
Mask Size 10 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9999547429247474
Mask Size 10 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9999583177678276
Mask Size 10 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9999220624890314
Mask Size 10 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9999478983728523
Mask Size 10 Mask {'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9999976236291458
Mask Size 10 Mask {'OriginCityName', 'Origin', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9999998798695893
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.999891823142786
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9999002993966966
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9998737395864726
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.999924634280979
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.999907426706674
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9998957277820018
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9980965454593389
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9974675272469921
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9979074611104026
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9980594272060943
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'FlightDate'} Leakage 0.9998620687128036
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.999759389205924
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginWac', 'FlightDate'} Leakage 0.9998721435047997
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'OriginCityName', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9997591009235182
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginAirportID', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9991147180098179
Mask Size 10 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.999852240623209
Mask Size 10 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9998602758693547
Mask Size 10 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.999860650572524
Mask Size 10 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9998396910916734
Mask Size 10 Mask {'OriginAirportID', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9999423020635845
Mask Size 10 Mask {'OriginAirportID', 'OriginCityName', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginWac', 'FlightDate'} Leakage 0.9999890180163268
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'FlightDate'} Leakage 0.9998559095122023
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginState', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9997755528910574
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginState', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9997369017464465
Mask Size 10 Mask {'OriginAirportSeqID', 'OriginCityName', 'DayofMonth', 'DayOfWeek', 'Month', 'OriginStateName', 'OriginStateFips', 'OriginCityMarketID', 'OriginWac', 'FlightDate'} Leakage 0.9997420094622875
